timestamp_ns,sequence_number,price,quantity,buy_order_id,sell_order_id
7627042816,776,10103,100,219,208
7657221139,781,9999,200,129,221
7869269437,793,9999,100,133,225
7977720768,804,9999,100,133,230
7977720768,806,9999,100,153,230
8346125316,840,10101,200,239,234
8390869399,846,9999,100,224,241
8656341911,872,10101,100,249,238
8656341911,874,10101,200,249,242
8656341911,876,10101,200,249,244
8842515997,893,9999,100,243,252
9384492765,954,10100,100,276,263
9384492765,956,10100,100,276,269
9589106872,970,10100,100,278,269
9589106872,972,10100,200,278,271
9589106872,974,10101,100,278,257
9589106872,976,10101,100,278,266
9619528844,982,10101,100,279,275
9737844901,994,9999,100,261,283
9748226198,999,9999,200,262,284
9853657822,1009,9999,100,264,289
9887069861,1017,9999,100,268,291
10016205253,1027,10100,100,294,288
10383463167,1053,10100,100,302,299
10383463167,1054,10100,100,302,301
10495831126,1065,9999,200,277,305
10667456023,1078,9999,100,287,310
10711160233,1087,9999,100,290,313
11316279977,1119,10101,200,324,321
11371155032,1127,9999,100,311,326
11371155032,1129,9999,100,312,326
11595694130,1145,9999,100,319,331
11671418323,1151,9999,100,322,333
11932008267,1173,9999,100,330,339
12102852511,1193,9998,100,270,344
12102852511,1195,9998,100,297,344
12102852511,1197,9998,100,306,344
12102852511,1199,9998,200,338,344
12150925284,1203,10103,200,345,334
12456024732,1223,9997,100,265,349
12456024732,1225,9997,100,320,349
12515700417,1231,9997,100,346,351
12578199715,1237,9997,100,346,353
12804414119,1261,9997,200,350,361
12907309764,1269,10103,100,363,356
13140666746,1287,10103,100,369,356
13140666746,1289,10103,100,369,358
13158098957,1295,10103,100,370,362
13219439545,1301,10103,500,372,362
13328613275,1311,9997,200,357,376
13328613275,1313,9997,500,360,376
13328613275,1315,9997,100,366,376
13328613275,1317,9997,200,374,376
13411706865,1325,10103,100,378,362
13565349513,1333,10103,100,379,367
13647790796,1343,9995,200,368,382
13647790796,1345,9995,200,377,382
13647790796,1347,9995,100,380,382
13647790796,1349,9994,100,365,382
13647790796,1350,9994,100,381,382
14051446676,1370,10104,500,389,384
14090989999,1375,10105,100,391,340
14090989999,1377,10105,400,391,390
14281652457,1394,10105,100,399,393
14281652457,1396,10105,200,399,396
14281652457,1398,10106,100,399,388
14281652457,1399,10106,100,399,397
14393997306,1413,10000,100,398,404
14393997306,1415,10000,100,402,404
14543753021,1425,9999,100,400,407
14635851562,1431,10100,100,409,403
14714554257,1439,9999,100,400,412
14714554257,1440,9999,100,410,412
14939331588,1456,10000,100,414,418
14939331588,1458,10000,100,415,418
15047087387,1474,10000,100,421,422
15062832626,1478,10000,100,421,423
15233429761,1482,10100,200,424,405
15233429761,1484,10100,500,424,406
15233429761,1486,10100,200,424,408
15233429761,1488,10100,100,424,411
15270832210,1496,10100,100,426,419
15303931922,1499,10100,100,427,420
15422879947,1505,10100,100,429,428
15714611675,1523,10000,100,421,435
15982136208,1545,10000,100,425,444
16117697097,1559,10101,100,448,432
16508951623,1595,10101,200,458,449
16508951623,1597,10101,100,458,451
16508951623,1599,10101,500,458,454
16508951623,1601,10101,200,458,455
16660163230,1613,10102,100,460,438
16823778564,1625,10102,100,463,461
17077391157,1635,10000,100,450,467
17077391157,1637,10000,200,453,467
17077391157,1639,10000,100,456,467
17077391157,1641,10000,100,459,467
17077391157,1643,10000,500,466,467
17440349806,1673,9998,100,452,477
17639519468,1691,10102,200,481,465
18022452247,1715,10102,100,490,476
18152142773,1737,10102,100,498,479
18152142773,1739,10102,200,498,480
18152142773,1741,10102,100,498,482
18152142773,1743,10102,100,498,485
18175767795,1749,9997,100,488,499
18454734206,1769,9997,100,492,505
18454734206,1771,9997,100,493,505
18454734206,1773,9997,100,496,505
18454734206,1775,9997,100,501,505
18454734206,1777,9997,100,503,505
18709935007,1789,10102,200,508,504
18709935007,1791,10103,100,508,464
18709935007,1793,10103,200,508,484
18720223370,1797,10103,100,509,489
18745527492,1801,9996,100,474,510
18745735675,1805,9996,200,483,511
18745735675,1807,9996,100,500,511
18745735675,1809,9996,200,506,511
18807528222,1821,10104,100,514,468
18807528222,1823,10104,100,514,513
18843540559,1829,10104,100,516,513
18914215137,1835,10104,100,518,513
18945319715,1838,10104,200,519,513
19531177278,1871,10000,100,522,532
19672407486,1883,10105,200,535,525
19719446254,1887,10105,100,536,527
19833925398,1893,10105,100,537,530
19833925398,1895,10105,100,537,531
19833925398,1897,10105,200,537,533
19833925398,1898,10106,100,537,526
19989474643,1908,10000,100,523,541
19989474643,1910,10000,200,528,541
19989474643,1912,10000,200,539,541
20102873379,1930,10100,200,546,540
20279091022,1950,9999,100,545,552
20279091022,1952,9999,100,548,552
20466202606,1971,9999,100,549,560
20487894280,1976,9999,100,551,562
20633190440,1986,9999,100,551,568
21308281183,2042,9999,500,572,586
21555831592,2064,10100,200,595,581
21555831592,2066,10100,100,595,584
21555831592,2068,10100,100,595,585
21555831592,2070,10100,100,595,588
21741981107,2094,9999,200,583,603
21980438638,2124,10100,100,615,598
21980438638,2126,10100,100,615,604
21980438638,2128,10100,100,615,607
21980438638,2130,10100,200,615,612
21980438638,2132,10100,200,615,613
21980438638,2134,10101,200,615,582
21980438638,2136,10101,100,615,600
22211237479,2162,10102,100,621,619
22211237479,2163,10103,100,621,618
22395237763,2171,10100,100,625,623
22505628442,2183,10100,100,630,627
22627419619,2195,9999,100,593,634
22675994047,2200,10100,200,636,632
22850306763,2219,10100,200,644,641
22967172733,2243,9999,200,605,652
23150229146,2254,9999,100,608,655
23150229146,2256,9999,100,609,655
23150229146,2258,9999,300,610,655
23223207857,2266,9999,200,610,658
23223207857,2268,9999,100,614,658
23223207857,2270,9999,100,616,658
23223207857,2272,9999,100,620,658
23310748147,2279,9999,500,620,660
23318242780,2282,9999,200,620,661
23498375723,2303,10100,100,669,662
23534200297,2309,9999,100,628,671
23543318734,2313,9999,100,629,672
23543318734,2315,9999,100,631,672
23751684199,2327,10100,100,676,662
23751684199,2329,10100,100,676,663
24180505670,2359,10100,100,684,677
24180505670,2361,10100,100,684,679
24199378141,2367,9999,100,645,685
24270421349,2373,9999,400,645,686
24270421349,2375,9999,100,646,686
24397865994,2381,10101,100,688,666
24397865994,2383,10101,100,688,675
24397865994,2385,10101,300,688,683
24429054599,2393,10101,100,689,687
24510561329,2401,10101,100,692,687
24510561329,2403,10101,100,692,690
24630211331,2413,9999,100,659,694
24850854019,2441,10101,100,705,691
24885657803,2449,10101,100,708,691
24885657803,2451,10101,100,708,695
25075836660,2463,10101,500,710,706
25131682473,2473,10101,500,712,709
25239548638,2483,10101,100,716,709
25486804535,2501,9999,100,693,722
25652206215,2519,9999,200,698,727
25705991264,2523,10101,100,728,711
25705991264,2525,10101,100,728,718
26003376362,2551,10102,100,735,697
26003376362,2553,10102,100,735,702
26003376362,2555,10102,100,735,714
26003376362,2557,10102,100,735,717
26003376362,2559,10102,100,735,726
26176710304,2577,9999,100,704,743
26286554737,2585,9999,100,715,744
26606001370,2609,10104,100,750,740
26611572577,2617,10104,100,753,740
27003684180,2651,9999,100,731,762
27189478003,2671,10104,100,768,763
27189478003,2673,10104,100,768,766
27428271369,2695,10104,100,776,766
27718515232,2725,9999,200,749,783
28062858824,2757,10104,100,793,780
28062858824,2759,10104,100,793,781
28644070816,2801,9999,100,760,805
28644070816,2803,9999,100,767,805
28802535352,2821,10105,100,809,798
28802535352,2823,10105,100,809,803
28876918224,2831,9999,200,771,810
29376537166,2873,10101,100,823,819
29407008566,2881,9999,200,775,826
29548642755,2891,10101,200,830,820
29548642755,2893,10101,200,830,821
29548642755,2895,10101,100,830,822
29632574404,2906,9999,100,787,832
29869467226,2926,9999,100,796,839
29869467226,2928,9999,100,797,839
30295825794,2951,10100,100,849,845
30343772606,2957,9999,100,804,851
30343772606,2959,9999,400,807,851
30553064630,2975,9999,100,815,855
30580541719,2981,10100,100,856,852
30580541719,2983,10100,100,856,854
30580541719,2985,10101,300,856,853
30836871812,2995,9999,100,824,860
30841580679,2999,10101,100,861,853
30974074890,3011,9999,100,827,864
31192938407,3023,9999,100,836,866
31432059225,3036,9999,200,838,870
32071297971,3076,9999,100,859,888
32071297971,3078,9999,100,865,888
32224200948,3086,10100,100,890,875
32224200948,3088,10100,500,890,877
32224200948,3090,10100,200,890,878
32224200948,3092,10100,100,890,884
32224200948,3094,10100,100,890,886
32643338233,3126,10100,200,903,901
33044614291,3139,10101,100,908,905
33047634608,3143,9999,100,871,909
33047634608,3145,9999,100,876,909
33238457784,3162,10100,100,913,911
33238457784,3163,10100,200,913,912
33397315862,3170,9999,100,885,916
33592702710,3192,9999,100,894,924
33645215281,3198,9999,100,896,925
33921813609,3218,9999,100,904,931
34083876063,3236,10100,100,937,919
34083876063,3238,10100,400,937,920
34086579752,3242,10100,100,938,920
34134562104,3252,9999,100,907,940
34220028002,3270,10100,100,947,930
34220028002,3272,10100,100,947,934
34220028002,3274,10100,100,947,936
34220028002,3276,10100,100,947,939
34220028002,3278,10100,100,947,941
34325978962,3288,10100,100,949,944
34325978962,3290,10100,100,949,945
34325978962,3292,10100,100,949,948
34325978962,3294,10101,100,949,921
34325978962,3296,10101,100,949,928
34476013770,3308,9999,100,918,952
34596638090,3328,10101,100,958,932
34596638090,3330,10101,100,958,933
35280967911,3382,10101,100,973,954
35301015959,3388,10101,100,975,959
35320971528,3392,9999,100,963,976
35320971528,3394,9999,200,964,976
35320971528,3396,9999,200,969,976
35388533132,3406,10101,100,978,962
35443995153,3410,9999,100,974,979
35443995153,3412,9999,100,977,979
35443995153,3414,9998,100,534,979
35443995153,3416,9998,200,557,979
35745676690,3434,9998,500,580,985
35914841179,3448,9998,100,703,988
35914841179,3450,9998,100,713,988
36080041938,3462,10101,100,990,967
36080041938,3464,10101,400,990,971
36135673849,3470,10101,100,992,971
36163239558,3476,10101,100,994,972
36269428050,3488,10101,200,999,984
36523459641,3518,9998,100,835,1007
36523459641,3520,9998,200,850,1007
36523459641,3522,9998,200,858,1007
37603114606,3612,9998,200,980,1035
37692114146,3618,10102,200,1037,1014
37842456451,3634,9998,100,993,1040
38028042321,3646,10102,100,1044,1024
38033002042,3650,10102,100,1045,1027
38333705264,3678,10102,200,1053,1029
38492620681,3700,10102,200,1059,1038
38576675690,3706,9998,200,1004,1060
38576675690,3708,9998,100,1008,1060
38576675690,3710,9998,200,1019,1060
38716921993,3734,10102,100,1067,1051
38716921993,3736,10102,100,1067,1054
38779803638,3740,9998,100,1023,1068
38972991828,3756,10102,100,1072,1063
39462011495,3796,10102,100,1084,1066
39621501125,3808,9998,100,1049,1086
39621501125,3810,9998,100,1050,1086
39621720772,3814,9998,100,1050,1087
39621720772,3816,9998,100,1052,1087
39844858630,3836,9998,100,1055,1095
39844858630,3838,9998,100,1056,1095
40050429061,3852,10102,100,1100,1069
40050429061,3854,10102,100,1100,1070
40157730631,3866,10102,100,1104,1073
40157730631,3868,10102,100,1104,1077
40249652151,3874,10102,400,1106,1077
40249652151,3876,10102,100,1106,1079
40497251257,3896,9998,200,1062,1114
40497251257,3898,9998,200,1074,1114
40497251257,3900,9998,100,1075,1114
40671782209,3922,10102,100,1122,1082
40776154160,3934,10102,100,1126,1082
40892085881,3950,9998,100,1085,1132
40906246881,3956,10102,100,1134,1083
40906246881,3958,10102,200,1134,1092
40906246881,3960,10102,100,1134,1094
40906246881,3962,10102,100,1134,1096
40970450896,3968,10102,200,1136,1101
40970450896,3970,10102,100,1136,1109
40970450896,3972,10102,100,1136,1111
40970450896,3974,10102,100,1136,1124
40987880458,3978,9998,200,1085,1137
41129857019,3992,9998,100,1085,1142
41315943954,4010,9998,100,1085,1148
41442493025,4018,9998,100,1085,1151
41519478960,4026,9998,100,1085,1152
41671645831,4044,10102,100,1158,1143
41671645831,4046,10102,100,1158,1145
41671645831,4048,10102,100,1158,1147
41671645831,4050,10102,200,1158,1150
41671786993,4054,10102,300,1159,1150
41671786993,4056,10102,100,1159,1154
41671786993,4058,10103,100,1159,1006
42005437269,4082,10103,100,1164,1016
42104351967,4086,10103,200,1165,1026
42191038008,4092,10103,300,1167,1026
42191038008,4094,10103,100,1167,1115
42191038008,4096,10103,100,1167,1117
42191038008,4098,10103,500,1167,1120
42305821973,4120,10103,200,1172,1166
42386382899,4130,9998,200,1102,1175
42600858157,4156,10103,100,1182,1170
42683715847,4164,9998,100,1110,1184
42683715847,4166,9998,100,1112,1184
43247479557,4188,9998,100,1113,1193
43322012305,4198,10103,100,1196,1177
43360820883,4214,9998,100,1118,1201
43360820883,4216,9998,500,1119,1201
43360820883,4218,9998,200,1123,1201
43360820883,4220,9998,200,1127,1201
43364872443,4224,10103,100,1202,1180
43434665570,4230,9998,200,1130,1203
43662339576,4242,9998,200,1139,1207
43680441587,4248,10103,100,1209,1191
44092234438,4286,10103,100,1221,1214
44092234438,4288,10103,200,1221,1215
44092234438,4290,10103,200,1221,1218
44100346357,4294,10104,200,1222,1028
44441136675,4326,10105,100,1230,1121
44670152582,4358,9998,200,1176,1237
44809356640,4380,9998,100,1178,1245
44911603804,4388,10106,100,1246,1238
44911603804,4390,10107,100,1246,1240
44943984788,4398,10107,100,1249,1240
45118040481,4412,10107,200,1253,1247
45356480984,4436,10107,100,1259,1251
45356480984,4438,10107,400,1259,1254
45369871675,4444,9998,100,1187,1260
45490696804,4452,9998,200,1190,1262
45490696804,4454,9998,200,1192,1262
45490696804,4456,9998,100,1194,1262
45530275433,4466,10107,100,1265,1255
46285763363,4524,9998,200,1212,1285
46492470181,4544,10107,500,1291,1269
46661518001,4552,9998,200,1220,1293
46749082686,4566,10107,100,1297,1289
47024297442,4588,9998,100,1229,1305
47185847259,4600,9998,100,1231,1309
47376848452,4620,10107,100,1314,1295
47376848452,4622,10107,100,1314,1296
47431270363,4626,10107,100,1315,1296
47431270363,4628,10107,100,1315,1299
47594847592,4640,10107,100,1318,1301
47594847592,4642,10107,100,1318,1304
47650036737,4646,10107,100,1319,1304
47650036737,4648,10107,200,1319,1316
47650036737,4650,10107,200,1319,1317
47679649083,4658,9998,100,1235,1322
47759249821,4666,9998,200,1239,1325
47980668140,4682,10107,100,1330,1324
47980668140,4684,10107,100,1330,1326
47980668140,4686,10107,100,1330,1328
47980668140,4688,10108,100,1330,1250
47980668140,4690,10108,200,1330,1252
47980668140,4692,10108,200,1330,1267
47980668140,4694,10108,100,1330,1270
47980668140,4696,10108,100,1330,1277
48505657181,4740,9998,100,1264,1345
48591090024,4750,10108,100,1346,1306
48591090024,4752,10108,200,1346,1308
48591090024,4754,10108,200,1346,1333
48591090024,4756,10108,100,1346,1335
48591090024,4758,10108,100,1346,1336
48591090024,4760,10108,100,1346,1338
48591090024,4762,10109,200,1346,1337
48594068520,4766,9998,100,1272,1347
48619111820,4774,9998,200,1273,1349
48657975437,4780,9998,200,1275,1350
48699406593,4784,9998,200,1276,1351
48775647552,4790,9998,200,1276,1352
49131400491,4834,9998,100,1302,1366
49131400491,4836,9998,100,1303,1366
49131400491,4838,9998,100,1307,1366
49131400491,4840,9998,200,1311,1366
49131400491,4842,9998,200,1312,1366
49131400491,4844,9998,200,1313,1366
49131400491,4846,9998,100,1321,1366
49208075685,4852,10110,100,1368,1284
49208075685,4854,10110,100,1368,1359
49301631928,4868,10115,200,1372,1361
49301631928,4869,10115,100,1372,1370
49397275858,4879,9998,400,1321,1377
49397275858,4881,9998,100,1327,1377
49643727891,4902,9998,100,1332,1385
49643727891,4904,9998,100,1334,1385
49826334901,4916,9998,100,1341,1389
50368816692,4970,10100,100,1406,1390
50804075034,5012,9998,200,1365,1417
51066605915,5032,10100,200,1425,1398
52041663798,5092,10100,100,1441,1414
52501055168,5122,9998,200,1386,1448
52501055168,5124,9998,100,1392,1448
52501055168,5126,9998,100,1399,1448
52501055168,5128,9998,100,1400,1448
52517265644,5132,10100,100,1449,1427
52517265644,5134,10100,100,1449,1429
52594285949,5144,9998,100,1403,1452
53092667726,5184,9998,100,1428,1462
53195395429,5200,9998,100,1434,1467
53328570382,5216,10100,200,1473,1459
53328570382,5218,10100,100,1473,1461
53328570382,5220,10100,100,1473,1464
53328570382,5222,10101,100,1473,1382
53341049601,5226,9998,100,1434,1474
53381450608,5234,10101,100,1477,1422
53772844260,5282,10101,100,1493,1479
53772844260,5284,10101,100,1493,1480
53836175525,5290,9998,100,1439,1494
54499343814,5340,9998,100,1457,1506
54582985382,5346,10101,200,1508,1489
54705189203,5358,10101,100,1511,1490
54705189203,5360,10101,200,1511,1491
54705189203,5362,10101,200,1511,1492
54707553799,5366,9998,100,1460,1512
54823729849,5378,9998,100,1465,1515
54893303443,5382,10101,100,1516,1495
54893303443,5384,10101,100,1516,1496
54980218390,5396,9998,100,1468,1520
55041386965,5402,10101,100,1522,1496
55041386965,5404,10101,100,1522,1505
55041386965,5406,10101,100,1522,1510
55041386965,5408,10101,200,1522,1514
55171486959,5426,10101,200,1528,1524
55514890834,5452,9998,200,1478,1535
55514890834,5454,9998,100,1482,1535
55514890834,5456,9998,200,1497,1535
55806273731,5468,9998,100,1499,1539
55825794144,5472,9998,200,1500,1540
56073702033,5490,10101,100,1546,1533
56790589917,5546,9998,100,1519,1563
56795432429,5552,10101,200,1564,1545
56913050220,5562,10101,100,1566,1548
57421199735,5588,9998,100,1553,1573
57579173957,5602,9998,100,1555,1577
57579173957,5604,9998,100,1557,1577
57605742087,5608,9998,100,1557,1578
57667404104,5614,9998,100,1559,1580
57667404104,5616,9998,100,1561,1580
57734464284,5626,9998,1000,1562,1583
57941951189,5648,10101,200,1588,1556
57941951189,5650,10101,200,1588,1558
57941951189,5652,10101,100,1588,1560
57983626042,5658,9998,100,1582,1590
58051720763,5668,9997,100,597,1594
58189727943,5686,9997,100,892,1598
58253117923,5694,9997,100,892,1601
58353532352,5702,10101,100,1604,1568
58670344478,5730,10101,200,1613,1570
58739072629,5736,9997,500,1036,1614
58781750889,5740,9997,100,1036,1615
59173727242,5768,10101,100,1625,1572
59533714150,5804,9997,100,1199,1635
59713461843,5824,10101,200,1641,1597
59748724375,5828,10101,500,1642,1605
59955305708,5850,9997,100,1271,1649
60023520445,5856,9997,100,1271,1650
60056142611,5862,10101,100,1651,1616
60284166399,5892,9997,100,1356,1659
60284166399,5894,9997,100,1391,1659
60284166399,5896,9997,300,1410,1659
60319325490,5900,10101,100,1660,1624
60396967337,5906,10101,100,1662,1624
60653688939,5928,9997,100,1419,1669
60653688939,5930,9997,100,1450,1669
60684327940,5934,9997,100,1450,1670
60684327940,5936,9997,100,1472,1670
60691489947,5942,10101,200,1671,1630
60782785889,5950,10101,100,1673,1636
60782785889,5952,10101,100,1673,1638
60817289511,5958,9997,100,1504,1675
60817289511,5960,9997,200,1507,1675
60817289511,5962,9997,200,1551,1675
60847754658,5968,9997,300,1551,1677
60847754658,5970,9997,200,1581,1677
60847754658,5972,9997,500,1585,1677
60992912393,5988,10101,100,1681,1640
61167888722,6020,9997,100,1596,1692
62294404827,6102,9997,100,1634,1715
62906745044,6140,10101,100,1727,1695
62941979041,6144,10101,100,1728,1698
63049791606,6154,9997,200,1663,1730
63104648265,6162,9997,100,1678,1731
63225289424,6172,10101,200,1733,1709
63260293618,6184,9997,200,1682,1734
63260293618,6186,9997,200,1683,1734
63260293618,6188,9997,200,1685,1734
63260293618,6190,9997,200,1686,1734
63260293618,6192,9997,200,1687,1734
63375489725,6204,10101,100,1738,1726
63419363625,6212,9997,100,1690,1740
63419363625,6214,9997,200,1693,1740
63419363625,6216,9997,100,1696,1740
63419363625,6218,9997,100,1697,1740
63589481458,6234,10102,200,1742,1418
63839273812,6260,10102,100,1750,1518
63839273812,6262,10102,100,1750,1527
64319129476,6296,10102,100,1762,1579
64482671380,6314,9997,100,1721,1764
65015998048,6352,9997,200,1739,1774
65205333809,6362,9997,100,1741,1777
65502749713,6380,10102,200,1782,1747
65546514539,6384,9997,100,1749,1783
65812634474,6408,9997,100,1752,1788
66420978483,6448,9997,100,1757,1802
66420978483,6450,9997,100,1758,1802
66460503398,6458,10102,200,1804,1779
66596324193,6470,9997,200,1761,1809
66697661182,6482,10102,100,1812,1785
66697661182,6484,10102,100,1812,1786
67115863691,6520,9997,200,1772,1823
67235406004,6530,10102,100,1827,1793
67349390992,6544,9997,100,1778,1830
67384715226,6550,10102,100,1832,1794
67677239185,6588,9997,200,1799,1841
67981449944,6606,10102,100,1848,1805
67981449944,6608,10102,100,1848,1806
67991526287,6612,10102,100,1849,1806
67991526287,6614,10102,100,1849,1807
68161095498,6628,10102,200,1853,1811
68193394797,6636,9997,100,1822,1855
68193394797,6638,9997,100,1825,1855
68193394797,6640,9997,200,1828,1855
68193394797,6642,9997,100,1834,1855
68327663123,6658,10102,100,1860,1813
68327663123,6660,10102,200,1860,1817
68327663123,6662,10102,100,1860,1818
68327663123,6664,10102,100,1860,1819
68536543906,6694,9997,100,1839,1871
68624210505,6706,10102,500,1875,1829
68813255016,6720,9997,100,1846,1878
69189086774,6744,10102,100,1885,1842
69205069324,6748,10102,100,1886,1842
69243429027,6756,10102,200,1888,1842
69371679740,6768,10102,100,1891,1843
69371679740,6770,10102,100,1891,1847
69455864531,6778,9997,100,1870,1893
69455864531,6780,9997,100,1876,1893
69467438140,6788,10102,100,1895,1847
69477239955,6792,10102,200,1896,1847
69645146374,6806,10102,100,1901,1847
69712241174,6814,10102,100,1904,1850
70020401149,6838,9997,200,1881,1915
70263252285,6862,9997,100,1906,1921
70383305569,6870,10102,200,1923,1856
70383965952,6874,9997,100,1906,1924
70471511519,6890,10102,100,1927,1862
70471511519,6892,10102,100,1927,1863
70812845718,6920,9997,100,1913,1938
70827598184,6926,9997,100,1913,1939
70827598184,6928,9997,100,1914,1939
70827598184,6930,9997,200,1916,1939
70827598184,6932,9997,100,1920,1939
71359417792,6976,9997,100,1925,1956
71359417792,6978,9997,100,1935,1956
71359417792,6980,9997,300,1944,1956
71506990370,6994,9997,100,1948,1959
71546817483,6998,9997,200,1948,1960
71667317183,7004,10102,100,1961,1889
71806918498,7024,9997,100,1953,1966
71949063841,7032,10102,100,1968,1900
71949063841,7034,10102,100,1968,1903
72162458225,7052,9997,100,1957,1973
72306852470,7062,9997,100,1962,1977
72342913467,7068,10102,100,1979,1909
72342913467,7070,10102,100,1979,1911
72456375518,7082,9997,100,1972,1983
72479719493,7088,10102,200,1985,1917
72549311867,7094,10102,100,1986,1917
72559428422,7098,9997,100,1975,1987
72605402554,7104,10102,200,1988,1917
72605402554,7106,10102,100,1988,1919
72605402554,7108,10102,200,1988,1926
72605402554,7110,10102,100,1988,1928
72605402554,7112,10102,100,1988,1929
72605402554,7114,10102,300,1988,1931
72664882604,7120,9997,100,1984,1990
72916503411,7140,9997,100,1984,1996
72926917085,7144,9997,200,1984,1997
73028305156,7152,10102,200,2000,1937
73050303639,7158,10102,100,2001,1941
73050303639,7160,10102,500,2001,1943
73050303639,7162,10102,400,2001,1946
73144814543,7166,10102,100,2002,1946
73218158298,7180,10102,100,2007,1950
73218158298,7182,10102,900,2007,1951
73387123417,7208,10102,100,2016,1952
73672115060,7234,10102,100,2023,1963
73860344949,7242,10102,400,2026,1963
73860344949,7244,10102,100,2026,1964
73887473184,7252,10102,100,2028,1967
73965220452,7262,9997,100,2011,2030
74133425049,7278,10102,200,2035,1969
74597100792,7322,10102,100,2049,1976
74741219704,7336,9997,100,2038,2055
74741219704,7338,9997,100,2042,2055
74743734171,7344,10102,100,2056,1980
74743734171,7346,10102,100,2056,1981
74889395658,7360,10102,100,2060,1992
74889395658,7362,10102,100,2060,1993
74889395658,7364,10102,100,2060,1994
74889395658,7366,10102,200,2060,1998
74927670618,7372,9997,100,2047,2061
75035666629,7386,9997,100,2050,2066
75057730199,7390,10102,100,2067,2005
75106521749,7394,9997,100,2050,2068
75106521749,7396,9997,200,2051,2068
75106521749,7398,9997,100,2052,2068
75106521749,7400,9997,100,2057,2068
75106749872,7404,9997,100,2064,2069
75251393862,7424,10102,200,2075,2010
75393136851,7444,10102,100,2081,2017
75393136851,7446,10102,100,2081,2019
75421798146,7450,9996,1000,1241,2082
75507803429,7466,10102,100,2087,2021
75858755503,7500,10102,200,2097,2027
75976048037,7510,10102,100,2100,2027
76009547214,7514,10102,100,2101,2027
76073158174,7524,9996,100,1607,2104
76081505903,7528,9996,100,1607,2105
76743930287,7578,10102,200,2117,2044
76749319401,7586,10102,200,2120,2045
76751756135,7590,9996,100,1720,2121
76840145131,7606,9996,100,1771,2125
76840145131,7608,9996,100,1820,2125
77263582376,7632,9996,200,1908,2130
77263582376,7634,9996,300,1995,2130
77466344036,7648,9996,200,1995,2134
77506101390,7652,10102,100,2135,2058
77984756973,7688,10102,100,2147,2074
78045804103,7694,10102,100,2148,2077
78045804103,7696,10102,400,2148,2078
78118550035,7702,9996,100,2034,2150
78143434111,7708,10102,100,2151,2078
78585376097,7734,10102,100,2158,2086
78833361931,7750,10102,100,2162,2088
78843117196,7754,9996,200,2102,2163
79082380841,7778,9996,100,2106,2171
79412353777,7810,9996,200,2114,2183
79412353777,7812,9996,300,2115,2183
79502237603,7824,10102,100,2188,2092
79503511676,7828,9996,100,2115,2189
79607476817,7834,9996,200,2115,2191
